p_val_adj,cluster,gene,
0.0018466804293089,42,enkur,
0.00328844849544555,42,pbx3b,
0.00385842231615296,42,atp6v0a1a,
0.00432082489832472,42,tcima,
0.00671957460820985,42,snap25b,
0.0174171890828358,42,slc7a7,
0.0237699838189728,42,tubb2,
0.0325926699789634,42,si:dkey-90l8.3,
0.0347494915441253,42,nupr1b,
0.0425081779095768,42,echdc2,
0.043672485549453,42,si:dkey-175g6.2,
0.0881765035697104,42,vamp8,
0.128716912238503,42,si:dkey-98f17.3,
0.199761762221887,42,ptn,
0.236084707060458,42,prr15la,
0.303279153712787,42,CU467822.1,
0.324192861926718,42,phex,
0.385481196208859,42,pax6b,
0.591038899825115,42,adam8a,
0.852820837835468,42,ppdpfa,
0.876850295242858,42,dhrs9,
0.916129280306731,42,atf3,
1,42,vim,
1,42,oc90,
1,42,cntn2,
1,42,ildr1a,
1,42,ppargc1a,
1,42,dlx3b,
1,42,sncgb,
1,42,foxg1a,
1,42,cdx4,
1,42,neurod4,
1,42,cbln2b,
1,42,olig2,
1,42,tbx20,
1,42,bsx,
1,42,atp1a3b,
1,42,bmp5,
1,42,rap1gap,
1,42,tnfrsf9a,
2.68E-60,43,CR382327.3,
5.64E-28,43,slc26a10,
1.29E-26,43,ca4a,
1.57E-22,43,capsla,
2.17E-22,43,OTOP1,
9.19E-22,43,otomp,
1.08E-21,43,stm,
3.55E-21,43,oc90,
5.30E-21,43,bricd5,
2.17E-19,43,si:ch211-80h18.1,
7.75E-19,43,slc4a4b,
8.10E-19,43,mb,
1.13E-18,43,cyp4t8,
1.69E-18,43,col9a2,
2.93E-18,43,pvalb6,
5.73E-18,43,six1b,
7.38E-18,43,otog,
1.35E-17,43,sox10,
3.27E-17,43,col9a1a,
4.34E-17,43,si:dkey-222f2.1,
4.85E-17,43,b3gnt7l,
7.75E-17,43,tbx2a,
8.39E-17,43,tbx2b,
1.68E-16,43,vsig8a,
2.26E-16,43,efhd1,
2.80E-16,43,si:ch211-195b13.1,
3.22E-15,43,znf385a,
3.89E-15,43,atp1a1a.4,
4.15E-15,43,si:ch211-152c2.3,
9.45E-15,43,jam2b,
1.22E-14,43,bmp5,
1.48E-14,43,ap1s3b,
5.46E-14,43,si:dkey-98f17.3,
7.13E-14,43,pkp1b,
1.59E-13,43,eya1,
1.75E-13,43,agr2,
2.12E-13,43,fxyd1,
2.47E-13,43,CR382327.2,
4.09E-13,43,cldnb,
1.24E-12,43,cxcl18b,
1.97E-12,43,cdh11,
2.60E-12,43,cdh1,
1.11E-11,43,foxg1a,
1.56E-11,43,bmp3,
2.00E-11,43,fgf20b,
2.44E-11,43,tuba8l3,
3.01E-11,43,si:ch211-243g18.2,
3.33E-11,43,mtbl,
1.10E-10,43,thbs1b,
1.44E-10,43,epcam,
2.60E-10,43,tent5ba,
3.00E-10,43,bmp2b,
5.12E-10,43,cldn7b,
6.01E-10,43,phlda1,
7.60E-10,43,acbd7,
7.69E-10,43,aldh1a3,
7.75E-10,43,spint2,
1.09E-09,43,cldnh,
1.35E-09,43,smkr1,
3.45E-09,43,tbx1,
3.55E-09,43,s100t,
7.26E-09,43,cd9b,
9.02E-09,43,XLOC-016099,
1.44E-08,43,f11r.1,
2.37E-08,43,cldna,
4.29E-08,43,ngfrb,
7.07E-08,43,h1fx,
9.40E-08,43,tnn,
1.13E-07,43,atp1b1a,
1.41E-07,43,col2a1a,
2.44E-07,43,dlx3b,
2.78E-07,43,rbp5,
4.00E-07,43,col9a1b,
1.01E-06,43,cahz,
3.73E-06,43,cxcl14,
4.44E-06,43,prr13,
6.64E-06,43,zgc:92287,
7.02E-06,43,eya4,
7.55E-06,43,pcdh10a,
8.87E-06,43,sfrp2,
1.04E-05,43,fosb,
1.36E-05,43,col4a6,
1.68E-05,43,col14a1a,
2.01E-05,43,fuca1.1,
2.17E-05,43,dlx4b,
3.67E-05,43,ugt8,
4.14E-05,43,ebf3a,
4.33E-05,43,palm3,
4.64E-05,43,frem3,
4.86E-05,43,spint1a,
8.66E-05,43,papss2b,
0.000117117989927009,43,calr3b,
0.000118852324629075,43,homer2,
0.000153379198397421,43,sox4a,
0.000353026631417095,43,lmx1bb,
0.000725696396993869,43,ahcyl1,
0.0008476223762546,43,col18a1a,
0.00122902054734947,43,pax2a,
0.00123417248283821,43,fgf8a,
0.00243331166979813,43,sox1b,
0.00363612058795626,43,cart3,
0.00378175654542389,43,tnc,
0.00409110024755843,43,col4a5,
0.00496534091266285,43,gbx2,
0.00642388584499289,43,calm1b,
0.00770307718084332,43,he1.3,
0.00973650202998703,43,dlx5a,
0.0132162483323921,43,tnnt2d,
0.0153946363634551,43,nanos1,
0.0177254839688094,43,si:dkey-21e2.8,
0.0195096594232917,43,dkk1b,
0.0488750946457441,43,fermt1,
0.0540134933030688,43,fkbp9,
0.0855151682921822,43,gata3,
0.156784015816951,43,tbx3a,
0.200575479526035,43,mcfd2,
0.201480275131865,43,mgst2,
0.51862738447519,43,matn4,
0.613026092117391,43,phlda2,
0.657872780452756,43,tgfb3,
1,43,vamp8,
1,43,prx,
1,43,atp11a,
1,43,igfbp1a,
1,43,dnase1l1,
1,43,cd248b,
1,43,gfi1ab,
1,43,bmper,
1,43,crabp2b,
1,43,si:ch211-67e16.11,
